-1.151399556800000029e-02,9.669818222999999879e-02,-4.500726021000000382e-03
4.119604543000000146e-02,1.816830949300000109e+00,1.901615348500000025e+00
1.808387508100000041e+00,-4.254167330000000607e-02,1.803680909400000143e+00
1.807632848200000142e+00,1.774712177200000074e+00,-5.509527667999999934e-02
5.207773079000000728e-03,-1.155067131000000157e-02,-5.743362865999999956e-02
1.677430318400000009e-02,1.773705964000000135e+00,1.833794391399999890e+00
1.821439114099999923e+00,5.558270677000000382e-02,1.881954088400000114e+00
1.802277314899999983e+00,1.827964917100000308e+00,-1.261612713500000205e-02
3.127026261000000196e-02,-4.573311908000000155e-05,-2.056936751300000171e-02
-2.099682583799999946e-02,1.826295186499999890e+00,1.843167486100000252e+00
1.806619343599999983e+00,2.405914092400000120e-02,1.858165895900000031e+00
1.828807073800000182e+00,1.795390587600000032e+00,-3.506463425599999628e-02
-3.129385028899999560e-02,5.036461636000000297e-02,-9.168133445999999270e-03
3.074772442900000277e-02,1.823549974399999885e+00,1.874972572900000189e+00
1.829846098300000001e+00,-4.517897267999999855e-02,1.810097341400000115e+00
1.816400756700000008e+00,1.816962194500000072e+00,-3.019966634800000035e-02
1.016895101000000155e-02,-7.844379776000000304e-02,-3.424303930400000168e-02
-2.554596675500000330e-02,1.805773541199999999e+00,1.782787402699999912e+00
1.835208923000000159e+00,5.447259111999999681e-02,1.872664844800000061e+00
1.825868639600000343e+00,1.863896936300000196e+00,2.449119283100000335e-02
8.820042010000000987e-03,-9.982364084000001263e-05,5.117651374999999947e-02
-3.610303898699999958e-02,1.888016887500000074e+00,1.816688767000000038e+00
1.817906430799999917e+00,-5.025633907000000289e-02,1.784861806000000106e+00
1.855077987999999900e+00,1.808041166600000027e+00,-7.026649266000000067e-03
-6.508595295999999863e-02,8.606877930999999940e-03,3.268052874100000477e-02
3.656710014000000286e-02,1.826860270000000064e+00,1.808697392600000065e+00
1.858169541600000141e+00,-6.407609406000000507e-02,1.755809222700000172e+00
1.816047123800000218e+00,1.874309055499999932e+00,4.851588189000000106e-02
2.787093901600000076e-02,-8.309972123000000654e-02,2.715977231700000133e-02
-4.844442617000000589e-02,1.834789667500000165e+00,1.739749914200000136e+00
1.825828536900000021e+00,4.047346769000000760e-02,1.818227252400000049e+00
1.840444148200000019e+00,1.853535856900000001e+00,6.056091012000000551e-02
-9.219282617000000221e-03,2.997793487400000206e-02,5.603987754999999876e-02
-5.473180039000000944e-04,1.861454317299999994e+00,1.813403991299999962e+00
1.819426687700000045e+00,-4.963365351000000036e-02,1.769119673400000092e+00
1.836040142600000147e+00,1.803899651400000081e+00,7.137077518999999579e-03
-2.368243074300000264e-02,-2.419968265900000141e-03,-1.264095435199999971e-03
2.371666386599999982e-02,1.794672384700000123e+00,1.808482296300000236e+00
1.838380682000000155e+00,2.910190962099999928e-03,1.804760036600000062e+00
1.807286506699999906e+00,1.850539091500000177e+00,3.372068340799999620e-02
5.153051122000000539e-02,-3.296029975900000020e-02,-1.199005107400000084e-03
